day,time,강수확률,일최저기온,1시간기온,하늘상태,일최고기온,습도,풍향,1시간강수량,풍속,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-14,10,30.0,23.0,28.0,4.0,31.0,85.0,282.0,0.0,3.4,319.0,35.6,297.0,36.9,33.2,12.3,7.7,4.6,8.6,29.6,3.2,9.7,7.9,10.5,16.5,15.0,26.4,38.7,9.1
2022-07-14,11,30.0,23.0,29.0,4.0,31.0,80.0,287.0,0.0,3.4,263.0,32.9,248.0,35.7,30.7,10.1,6.1,5.0,7.2,24.5,3.0,8.0,6.2,8.3,14.0,12.2,21.9,22.5,9.7
2022-07-14,12,30.0,23.0,30.0,4.0,31.0,75.0,299.0,0.0,3.5,969.0,40.4,959.0,48.2,111.0,32.7,22.4,16.1,25.6,89.7,3.2,29.3,23.2,28.0,53.2,46.6,88.3,86.5,29.3
2022-07-14,13,30.0,23.0,31.0,4.0,31.0,70.0,307.0,0.0,3.4,352.0,40.2,363.0,46.0,118.7,13.1,8.2,6.8,10.8,34.9,4.1,13.6,9.4,12.2,19.8,18.4,33.0,37.0,13.3
2022-07-14,14,30.0,23.0,31.0,4.0,31.0,65.0,308.0,0.0,2.9,950.0,41.8,1013.0,50.6,115.2,32.5,20.6,18.7,24.0,93.1,10.7,15.8,25.2,34.9,54.8,50.3,80.1,51.6,38.3
2022-07-14,15,20.0,23.0,31.0,3.0,31.0,65.0,312.0,0.0,3.0,605.0,39.5,673.0,45.1,99.1,22.9,8.6,17.0,25.4,59.3,9.8,27.0,23.2,31.9,48.9,44.1,81.4,79.3,33.6
2022-07-14,16,20.0,23.0,31.0,3.0,31.0,65.0,312.0,0.0,3.0,192.0,35.2,195.0,39.3,78.8,10.3,4.0,2.7,5.9,19.4,2.0,23.3,4.9,5.8,10.1,15.8,16.4,62.0,5.6
2022-07-14,17,20.0,23.0,31.0,3.0,31.0,70.0,314.0,0.0,2.9,383.0,32.9,425.0,35.1,47.0,14.7,6.5,7.0,6.4,41.3,2.3,16.0,8.1,7.3,10.4,14.3,18.9,44.6,20.1
2022-07-14,18,20.0,23.0,29.0,3.0,31.0,75.0,315.0,0.0,2.7,92.0,32.6,89.0,36.6,23.3,7.5,2.3,4.9,7.2,24.7,3.3,9.2,7.3,8.1,15.2,13.2,26.0,26.7,11.3
2022-07-14,19,20.0,23.0,28.0,3.0,31.0,80.0,303.0,0.0,1.7,42.0,28.2,38.0,25.8,2.0,1.3,0.4,0.0,0.6,2.6,0.7,1.5,1.1,1.3,2.8,2.1,3.7,4.4,1.8
2022-07-14,20,0.0,23.0,27.0,1.0,31.0,85.0,288.0,0.0,1.3,0.0,26.0,0.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,21,0.0,23.0,26.0,1.0,31.0,85.0,290.0,0.0,1.2,0.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,22,0.0,23.0,25.0,1.0,31.0,90.0,290.0,0.0,1.2,0.0,24.6,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,23,0.0,23.0,25.0,1.0,31.0,90.0,297.0,0.0,1.1,0.0,24.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0,30.0,23.0,24.0,4.0,31.0,90.0,297.0,0.0,0.9,0.0,23.4,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,1,20.0,23.0,24.0,3.0,31.0,95.0,300.0,0.0,0.8,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,2,20.0,23.0,24.0,3.0,31.0,95.0,304.0,0.0,0.7,0.0,22.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,3,30.0,23.0,24.0,4.0,31.0,95.0,310.0,0.0,0.8,0.0,22.5,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,4,20.0,23.0,23.0,3.0,31.0,95.0,319.0,0.0,0.9,0.0,22.2,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,5,0.0,23.0,23.0,1.0,31.0,95.0,333.0,0.0,0.7,0.0,23.6,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,6,20.0,23.0,23.0,3.0,31.0,95.0,354.0,0.0,0.9,22.0,23.3,15.0,20.2,0.0,0.6,0.1,0.0,-0.1,0.5,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.8,0.7
2022-07-15,7,20.0,23.0,24.0,3.0,31.0,90.0,23.0,0.0,1.3,185.0,26.9,94.0,22.8,7.2,5.4,4.1,3.1,1.7,6.7,1.1,3.5,1.9,2.5,6.2,4.3,7.9,10.9,3.3
2022-07-15,8,30.0,23.0,25.0,4.0,31.0,85.0,360.0,0.0,0.1,353.0,29.2,242.0,29.7,28.3,12.4,9.4,6.9,5.1,20.5,2.8,7.7,6.1,6.5,15.3,11.8,21.9,22.8,10.1
2022-07-15,9,30.0,23.0,26.0,4.0,31.0,80.0,233.0,0.0,0.5,414.0,34.3,351.0,36.6,55.6,18.1,10.5,11.5,12.2,33.5,4.7,15.3,9.3,13.8,27.2,23.3,45.7,45.0,19.4
2022-07-15,10,30.0,23.0,28.0,4.0,31.0,75.0,292.0,0.0,0.5,348.0,35.4,331.0,45.0,49.6,12.7,7.8,3.0,8.4,30.9,3.3,25.4,6.9,9.3,16.4,14.7,26.8,39.3,12.0
2022-07-15,11,30.0,23.0,29.0,4.0,31.0,70.0,323.0,0.0,1.0,923.0,39.6,871.0,49.0,67.4,31.1,7.6,8.9,22.5,81.7,9.7,29.2,21.1,30.7,49.5,41.6,81.5,84.2,35.3
2022-07-15,12,20.0,23.0,30.0,3.0,31.0,65.0,328.0,0.0,1.3,803.0,41.6,792.0,49.0,94.1,27.7,17.9,7.6,22.0,73.9,7.7,24.6,18.7,19.2,36.5,39.4,73.1,71.4,28.8
2022-07-15,13,0.0,23.0,31.0,1.0,31.0,60.0,317.0,0.0,1.6,791.0,47.5,809.0,52.0,101.0,28.0,17.2,7.4,22.1,75.2,8.2,25.0,19.3,26.2,43.1,39.4,71.5,74.9,29.3
2022-07-15,14,0.0,23.0,32.0,1.0,31.0,60.0,306.0,0.0,1.7,632.0,42.3,637.0,45.1,73.8,22.7,14.0,5.8,17.9,61.3,6.9,19.5,16.0,22.1,34.0,31.1,58.1,55.0,23.7
2022-07-15,15,0.0,23.0,32.0,1.0,31.0,55.0,307.0,0.0,2.1,336.0,40.0,362.0,42.1,43.8,13.2,7.9,3.5,11.7,35.3,4.5,13.0,9.5,12.8,21.1,18.9,35.0,35.2,15.1
2022-07-15,16,0.0,23.0,32.0,1.0,31.0,55.0,306.0,0.0,2.6,567.0,44.1,621.0,47.8,58.3,20.6,10.2,4.7,17.4,59.7,6.4,19.2,16.1,21.9,29.8,29.7,56.1,56.5,21.8
2022-07-15,17,0.0,23.0,31.0,1.0,31.0,55.0,307.0,0.0,3.0,385.0,42.2,429.0,44.9,46.1,14.4,5.7,2.8,9.8,39.8,4.2,12.5,10.5,12.4,17.7,17.5,31.0,42.3,18.5
2022-07-15,18,0.0,23.0,30.0,1.0,31.0,60.0,306.0,0.0,2.9,93.0,37.0,72.0,39.5,21.1,6.8,2.0,2.1,6.6,22.8,3.1,8.5,6.9,7.7,14.3,12.1,24.2,25.0,10.7
2022-07-15,19,0.0,23.0,28.0,1.0,31.0,70.0,297.0,0.0,1.8,48.0,30.6,34.0,28.5,0.8,0.9,0.0,0.0,1.0,3.4,0.7,1.9,1.5,1.4,3.3,2.3,2.9,4.9,2.2
2022-07-15,20,0.0,23.0,26.0,1.0,31.0,75.0,291.0,0.0,1.4,0.0,26.8,0.0,25.7,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,21,0.0,23.0,25.0,1.0,31.0,80.0,292.0,0.0,1.1,0.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,22,0.0,23.0,24.0,1.0,31.0,85.0,318.0,0.0,1.3,0.0,23.7,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,23,0.0,23.0,24.0,1.0,31.0,90.0,332.0,0.0,1.5,0.0,22.5,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0,0.0,23.0,24.0,1.0,29.0,90.0,360.0,0.0,0.9,0.0,21.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,1,0.0,23.0,23.0,1.0,29.0,90.0,4.0,0.0,1.4,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,2,0.0,23.0,23.0,1.0,29.0,90.0,351.0,0.0,1.2,0.0,22.6,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,3,0.0,23.0,22.0,1.0,29.0,95.0,337.0,0.0,1.5,0.0,20.7,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,4,0.0,23.0,22.0,1.0,29.0,95.0,349.0,0.0,1.0,0.0,20.2,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,5,0.0,23.0,21.0,1.0,29.0,95.0,13.0,0.0,0.9,0.0,21.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,6,0.0,23.0,22.0,1.0,29.0,95.0,354.0,0.0,1.0,33.0,21.7,20.0,20.0,0.5,0.8,0.3,0.0,0.1,0.0,0.5,0.8,0.5,0.5,0.9,0.0,0.4,2.3,0.9
2022-07-16,7,0.0,23.0,23.0,1.0,29.0,90.0,333.0,0.0,0.9,156.0,26.8,74.0,21.4,4.5,4.0,3.1,2.2,0.9,4.6,0.9,2.0,1.6,1.9,4.8,2.9,5.2,5.9,2.7
2022-07-16,8,0.0,23.0,25.0,1.0,29.0,85.0,311.0,0.0,0.9,380.0,36.9,255.0,31.1,29.0,13.0,10.0,7.0,5.0,21.0,2.7,7.9,6.2,6.4,15.7,12.2,22.4,23.1,10.0
2022-07-16,9,0.0,23.0,26.0,1.0,29.0,80.0,301.0,0.0,1.2,587.0,43.0,485.0,40.8,56.6,20.7,15.0,11.5,11.9,45.3,5.4,15.4,12.3,15.5,28.5,23.7,44.6,44.8,19.2
2022-07-16,10,0.0,23.0,28.0,1.0,29.0,75.0,290.0,0.0,2.0,749.0,43.4,699.0,44.9,78.9,22.0,17.1,7.4,16.8,65.3,7.8,20.9,15.6,21.8,36.9,26.6,59.3,48.0,27.6
2022-07-16,11,20.0,23.0,29.0,3.0,29.0,65.0,293.0,0.0,2.5,896.0,45.6,913.0,50.4,83.1,31.6,21.1,9.2,23.3,82.3,9.8,29.7,23.1,31.2,48.7,44.2,86.1,85.2,35.3
2022-07-16,12,0.0,23.0,30.0,1.0,29.0,60.0,300.0,0.0,2.8,675.0,44.3,655.0,48.4,80.9,29.0,15.4,7.5,21.0,67.7,8.3,25.1,20.7,28.0,44.8,36.2,71.5,65.4,30.6
2022-07-16,13,20.0,23.0,31.0,3.0,29.0,60.0,304.0,0.0,2.9,988.0,48.2,1029.0,55.8,39.9,33.3,21.5,9.5,27.1,92.9,10.2,31.5,24.2,33.4,52.5,49.2,90.0,91.7,35.9
2022-07-16,14,30.0,23.0,32.0,4.0,29.0,60.0,297.0,0.0,3.0,491.0,46.3,410.0,50.7,29.9,11.3,15.5,10.5,29.2,39.7,8.9,32.0,22.4,31.9,41.4,50.9,96.6,94.4,41.2
2022-07-16,15,20.0,23.0,32.0,3.0,29.0,50.0,290.0,0.0,3.3,789.0,43.1,836.0,47.9,95.8,27.8,16.2,7.9,24.6,80.9,9.6,27.0,21.4,29.9,46.9,42.3,79.2,78.4,32.8
2022-07-16,16,0.0,23.0,32.0,1.0,29.0,50.0,282.0,0.0,3.4,595.0,40.7,640.0,44.9,67.3,22.0,11.5,6.3,20.2,64.4,8.0,21.7,17.2,22.9,38.0,33.6,63.7,63.6,27.0
2022-07-16,17,0.0,23.0,31.0,1.0,29.0,55.0,273.0,0.0,3.3,404.0,38.0,434.0,40.9,45.1,15.0,6.5,4.2,13.7,41.3,5.9,15.2,12.2,14.5,26.6,23.9,45.4,45.1,19.9
2022-07-16,18,0.0,23.0,29.0,1.0,29.0,60.0,262.0,0.0,3.0,124.0,32.6,60.0,31.9,19.3,6.0,1.7,1.6,6.2,20.5,2.4,8.1,5.5,5.8,12.0,10.8,20.3,22.6,8.3
2022-07-16,19,0.0,23.0,28.0,1.0,29.0,65.0,252.0,0.0,2.0,27.0,27.9,25.0,25.8,0.7,0.8,0.0,0.0,0.5,1.3,0.6,1.1,0.7,0.8,0.9,0.0,1.8,3.1,1.2
2022-07-16,20,0.0,23.0,26.0,1.0,29.0,75.0,242.0,0.0,1.7,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,21,0.0,23.0,25.0,1.0,29.0,85.0,228.0,0.0,1.5,0.0,25.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,22,0.0,23.0,25.0,1.0,29.0,85.0,215.0,0.0,1.6,0.0,24.3,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,23,0.0,23.0,24.0,1.0,29.0,90.0,218.0,0.0,1.6,0.0,23.9,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,0,0.0,24.0,24.0,1.0,32.0,90.0,259.0,0.0,1.0,0.0,23.2,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,1,20.0,24.0,23.0,3.0,32.0,95.0,264.0,0.0,0.9,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,2,30.0,24.0,23.0,4.0,32.0,95.0,253.0,0.0,1.0,0.0,22.8,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,3,30.0,24.0,23.0,4.0,32.0,95.0,263.0,0.0,0.8,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,4,30.0,24.0,23.0,4.0,32.0,95.0,276.0,0.0,0.9,0.0,23.8,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,5,30.0,24.0,23.0,4.0,32.0,95.0,277.0,0.0,0.8,0.0,22.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,6,30.0,24.0,23.0,4.0,32.0,95.0,277.0,0.0,0.8,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0
2022-07-17,7,30.0,24.0,24.0,4.0,32.0,90.0,276.0,0.0,1.0,64.0,24.1,59.0,22.8,5.2,2.2,1.1,1.0,1.3,4.7,0.9,2.1,1.5,2.0,3.9,2.9,5.3,6.0,2.5
2022-07-17,8,20.0,24.0,25.0,3.0,32.0,85.0,257.0,0.0,0.9,151.0,28.0,131.0,28.1,12.9,5.4,3.2,3.2,3.8,12.1,1.9,4.6,3.6,4.9,8.7,6.9,12.9,13.2,6.0
2022-07-17,9,30.0,24.0,26.0,4.0,32.0,80.0,253.0,0.0,1.7,299.0,36.6,272.0,36.6,31.7,11.1,7.0,6.3,8.2,26.6,3.5,9.1,7.3,9.9,16.7,14.1,26.2,25.5,11.2
2022-07-17,10,30.0,24.0,27.0,4.0,32.0,75.0,261.0,0.0,1.9,192.0,32.9,191.0,33.4,25.8,7.6,4.5,3.7,5.3,18.7,2.3,6.3,4.6,6.2,10.6,9.3,16.5,17.3,7.4
2022-07-17,11,0.0,24.0,28.0,1.0,32.0,70.0,266.0,0.0,1.5,204.0,31.6,190.0,31.1,23.6,7.9,4.7,4.4,6.0,19.0,2.6,6.8,5.2,7.1,12.0,10.2,18.8,19.3,8.3
2022-07-17,12,20.0,24.0,29.0,3.0,32.0,65.0,262.0,0.0,2.1,419.0,38.9,406.0,40.6,54.9,16.0,9.7,7.5,12.4,40.7,4.7,13.6,10.5,14.2,22.9,20.5,36.8,37.9,14.3
2022-07-17,13,0.0,24.0,30.0,1.0,32.0,65.0,276.0,0.0,2.9,504.0,38.9,488.0,41.2,58.0,18.6,11.8,10.3,14.3,48.9,5.9,16.1,12.4,16.8,27.4,24.7,45.4,45.9,18.9
2022-07-17,14,20.0,24.0,30.0,3.0,32.0,60.0,273.0,0.0,2.0,364.0,38.2,349.0,39.4,42.7,13.5,8.2,7.6,10.8,34.4,4.3,12.1,9.2,12.6,20.8,18.2,33.6,34.2,14.3
2022-07-17,15,20.0,24.0,30.0,3.0,32.0,65.0,270.0,0.0,1.2,340.0,37.5,331.0,37.7,42.2,12.9,7.9,7.3,10.5,33.0,4.2,11.9,8.9,12.1,20.1,17.7,32.8,33.8,14.0
2022-07-17,16,20.0,24.0,30.0,3.0,32.0,65.0,270.0,0.0,1.8,192.0,35.7,177.0,34.0,20.9,7.1,4.2,4.0,5.1,16.6,2.4,6.3,4.8,6.5,11.1,9.3,17.2,17.6,7.5
2022-07-17,17,30.0,24.0,29.0,4.0,32.0,65.0,270.0,0.0,1.9,238.0,35.3,225.0,33.9,26.7,8.8,4.9,5.1,6.9,22.1,3.0,7.9,6.2,8.4,13.9,11.9,22.1,22.7,9.8
2022-07-17,18,20.0,24.0,28.0,3.0,32.0,70.0,257.0,0.0,1.7,90.0,31.5,85.0,31.2,8.5,3.2,1.8,1.6,2.3,7.0,1.2,3.1,2.2,3.0,5.4,4.4,8.0,8.5,3.6
2022-07-17,19,30.0,24.0,27.0,4.0,32.0,80.0,248.0,0.0,1.1,11.0,28.2,10.0,26.3,-1.2,0.2,0.0,0.0,-0.2,-0.4,0.3,0.4,0.1,0.0,0.6,0.0,0.0,1.0,0.0
2022-07-17,20,30.0,24.0,26.0,4.0,32.0,80.0,232.0,0.0,1.6,0.0,27.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,21,30.0,24.0,26.0,4.0,32.0,85.0,209.0,0.0,1.3,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,22,30.0,24.0,25.0,4.0,32.0,85.0,195.0,0.0,1.1,0.0,26.1,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,23,30.0,24.0,25.0,4.0,32.0,90.0,180.0,0.0,1.1,0.0,26.3,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0,30.0,22.0,25.0,4.0,32.0,85.0,153.0,0.0,1.6,0.0,27.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,1,30.0,22.0,25.0,4.0,32.0,85.0,130.0,0.0,1.6,0.0,24.6,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,2,30.0,22.0,25.0,4.0,32.0,85.0,115.0,0.0,2.1,0.0,24.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,3,60.0,22.0,25.0,4.0,32.0,85.0,143.0,2.0,2.0,0.0,22.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,4,60.0,22.0,24.0,4.0,32.0,90.0,150.0,5.0,0.8,0.0,19.9,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,5,60.0,22.0,24.0,4.0,32.0,95.0,164.0,3.0,1.5,0.0,20.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,6,60.0,22.0,24.0,4.0,32.0,95.0,126.0,3.0,2.6,0.0,20.8,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,7,60.0,22.0,25.0,4.0,32.0,90.0,96.0,4.0,3.1,24.0,21.2,23.0,20.0,0.7,0.8,0.2,0.0,0.1,1.4,0.5,0.9,0.6,0.5,0.0,0.0,0.7,2.5,1.0
2022-07-18,8,60.0,22.0,25.0,4.0,32.0,90.0,110.0,5.0,2.3,11.0,21.6,11.0,20.1,0.0,0.3,0.0,0.0,-0.0,0.3,0.4,0.7,0.2,0.0,0.7,0.0,0.0,2.0,0.8
2022-07-18,9,60.0,22.0,25.0,4.0,32.0,90.0,132.0,3.0,3.1,97.0,22.4,91.0,22.8,11.3,3.8,2.3,1.9,2.4,0.0,1.4,3.1,2.5,3.4,6.1,4.9,8.9,7.5,3.8
2022-07-18,10,61.0,22.0,26.0,4.0,32.0,90.0,137.0,4.0,3.3,35.0,22.3,34.0,21.2,2.2,1.4,0.6,0.3,0.8,3.1,0.6,1.3,1.0,1.2,2.1,1.8,3.3,3.6,1.4
2022-07-18,11,60.0,22.0,26.0,4.0,32.0,90.0,156.0,0.0,3.2,55.0,23.0,56.0,22.8,8.0,2.3,1.3,1.2,1.8,5.5,1.0,2.8,1.7,2.0,4.3,3.6,6.3,7.8,2.8
2022-07-18,12,60.0,22.0,26.0,4.0,32.0,90.0,172.0,0.0,3.0,24.0,23.1,22.0,22.8,0.8,0.9,0.3,0.0,0.2,1.6,0.6,1.2,0.7,0.9,0.9,0.0,2.2,3.3,1.1
2022-07-18,13,60.0,22.0,27.0,4.0,32.0,85.0,175.0,2.0,2.4,108.0,23.9,101.0,23.5,11.6,4.6,2.8,2.6,3.5,10.8,1.8,4.5,3.3,4.5,8.0,6.5,12.0,12.0,5.1
2022-07-18,14,61.0,22.0,28.0,4.0,32.0,85.0,197.0,5.0,3.0,87.0,24.7,83.0,25.6,9.8,3.5,1.9,0.6,2.4,8.1,1.2,3.3,2.1,2.8,5.5,4.6,8.3,9.2,3.6
2022-07-18,15,60.0,22.0,28.0,4.0,32.0,85.0,200.0,6.0,3.5,254.0,26.9,241.0,28.3,30.5,10.2,6.1,3.9,6.6,25.7,2.7,6.9,6.3,8.2,12.5,11.3,19.4,20.6,7.6
2022-07-18,16,60.0,22.0,27.0,4.0,32.0,85.0,184.0,9.0,2.8,65.0,26.9,60.0,25.8,3.9,2.4,1.3,1.2,1.4,5.0,1.0,1.9,1.7,2.3,4.0,2.7,5.2,5.0,2.6
2022-07-18,17,60.0,22.0,27.0,4.0,32.0,85.0,172.0,9.0,2.7,11.0,25.1,11.0,24.2,-0.6,0.3,0.0,0.0,-0.2,-0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0
2022-07-18,18,60.0,22.0,27.0,4.0,32.0,85.0,172.0,12.0,2.9,11.0,25.3,12.0,24.4,-0.3,0.0,0.0,0.0,-0.1,-0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.0,1.3,0.0
2022-07-18,19,60.0,22.0,27.0,4.0,32.0,90.0,175.0,6.0,2.5,0.0,25.3,1.0,24.3,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,-0.1
2022-07-18,20,60.0,22.0,27.0,4.0,32.0,90.0,185.0,0.0,2.3,0.0,25.5,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,21,60.0,22.0,27.0,4.0,32.0,90.0,201.0,0.0,2.5,0.0,25.8,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,22,30.0,22.0,26.0,4.0,32.0,90.0,201.0,0.0,2.5,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,23,30.0,22.0,26.0,4.0,32.0,90.0,198.0,0.0,2.5,0.0,25.5,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0,30.0,24.0,25.0,4.0,31.0,95.0,257.0,0.0,2.6,0.0,24.7,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,1,30.0,24.0,25.0,4.0,31.0,95.0,286.0,0.0,2.2,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,2,30.0,24.0,25.0,4.0,31.0,95.0,302.0,0.0,1.5,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,3,30.0,24.0,25.0,4.0,31.0,95.0,315.0,0.0,1.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
